[INFO ] 2022-12-15 22:30:25.931 : o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
[INFO ] 2022-12-15 22:30:25.940 : o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
[INFO ] 2022-12-15 22:30:26.068 : o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface me.kdshim.kdd_j.book.BookRepository. If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
[INFO ] 2022-12-15 22:30:26.077 : o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface me.kdshim.kdd_j.link.LinkRepository. If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
[INFO ] 2022-12-15 22:30:26.082 : o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface me.kdshim.kdd_j.member.MemberRepository. If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
[INFO ] 2022-12-15 22:30:26.087 : o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface me.kdshim.kdd_j.todo.TodoRepository. If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
[INFO ] 2022-12-15 22:30:26.090 : o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 142 ms. Found 0 JDBC repository interfaces.
[INFO ] 2022-12-15 22:30:26.139 : o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
[INFO ] 2022-12-15 22:30:26.142 : o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[INFO ] 2022-12-15 22:30:26.251 : o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 104 ms. Found 4 JPA repository interfaces.
[INFO ] 2022-12-15 22:30:28.852 :            o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
[DEBUG] 2022-12-15 22:30:29.326 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@d5c7104
[DEBUG] 2022-12-15 22:30:29.328 :        o.h.t.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@c419f4
[DEBUG] 2022-12-15 22:30:29.329 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@c419f4
[DEBUG] 2022-12-15 22:30:29.330 :        o.h.t.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@4590b037
[DEBUG] 2022-12-15 22:30:29.330 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@4590b037
[DEBUG] 2022-12-15 22:30:29.332 :        o.h.t.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@fee4396
[DEBUG] 2022-12-15 22:30:29.333 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@fee4396
[DEBUG] 2022-12-15 22:30:29.335 :        o.h.t.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@27719e44
[DEBUG] 2022-12-15 22:30:29.335 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@27719e44
[DEBUG] 2022-12-15 22:30:29.336 :        o.h.t.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@3490bfed
[DEBUG] 2022-12-15 22:30:29.337 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@3490bfed
[DEBUG] 2022-12-15 22:30:29.339 :        o.h.t.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7f5b6359
[DEBUG] 2022-12-15 22:30:29.341 :        o.h.t.BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7f5b6359
[DEBUG] 2022-12-15 22:30:29.346 :        o.h.t.BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@4fc4f01c
[DEBUG] 2022-12-15 22:30:29.347 :        o.h.t.BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@4fc4f01c
[DEBUG] 2022-12-15 22:30:29.349 :        o.h.t.BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@1a150a6e
[DEBUG] 2022-12-15 22:30:29.349 :        o.h.t.BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@1a150a6e
[DEBUG] 2022-12-15 22:30:29.354 :        o.h.t.BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@2b76ca65
[DEBUG] 2022-12-15 22:30:29.354 :        o.h.t.BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@2b76ca65
[DEBUG] 2022-12-15 22:30:29.354 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@2b76ca65
[DEBUG] 2022-12-15 22:30:29.355 :        o.h.t.BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@67ce31a5
[DEBUG] 2022-12-15 22:30:29.357 :        o.h.t.BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@eb10b94
[DEBUG] 2022-12-15 22:30:29.360 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@eb10b94
[DEBUG] 2022-12-15 22:30:29.361 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@eb10b94
[DEBUG] 2022-12-15 22:30:29.363 :        o.h.t.BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@305e8885
[DEBUG] 2022-12-15 22:30:29.365 :        o.h.t.BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@4f6b2741
[DEBUG] 2022-12-15 22:30:29.367 :        o.h.t.BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@38935a1
[DEBUG] 2022-12-15 22:30:29.369 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@38935a1
[DEBUG] 2022-12-15 22:30:29.370 :        o.h.t.BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@1faf5ac8
[DEBUG] 2022-12-15 22:30:29.372 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1faf5ac8
[DEBUG] 2022-12-15 22:30:29.374 :        o.h.t.BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@389c9235
[DEBUG] 2022-12-15 22:30:29.375 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@389c9235
[DEBUG] 2022-12-15 22:30:29.376 :        o.h.t.BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@32cdb22f
[DEBUG] 2022-12-15 22:30:29.377 :        o.h.t.BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@32cdb22f
[DEBUG] 2022-12-15 22:30:29.379 :        o.h.t.BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@3df52a50
[DEBUG] 2022-12-15 22:30:29.379 :        o.h.t.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@3df52a50
[DEBUG] 2022-12-15 22:30:29.380 :        o.h.t.BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@64a7efee
[DEBUG] 2022-12-15 22:30:29.383 :        o.h.t.BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@3163c6e1
[DEBUG] 2022-12-15 22:30:29.383 :        o.h.t.BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@3163c6e1
[DEBUG] 2022-12-15 22:30:29.383 :        o.h.t.BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@3163c6e1
[DEBUG] 2022-12-15 22:30:29.384 :        o.h.t.BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@28d87447
[DEBUG] 2022-12-15 22:30:29.386 :        o.h.t.BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@28d87447
[DEBUG] 2022-12-15 22:30:29.386 :        o.h.t.BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@28d87447
[DEBUG] 2022-12-15 22:30:29.388 :        o.h.t.BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@6aa4c5c9
[DEBUG] 2022-12-15 22:30:29.388 :        o.h.t.BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@7f2b8f2
[DEBUG] 2022-12-15 22:30:29.390 :        o.h.t.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@2175e668
[DEBUG] 2022-12-15 22:30:29.390 :        o.h.t.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@2175e668
[DEBUG] 2022-12-15 22:30:29.390 :        o.h.t.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@2175e668
[DEBUG] 2022-12-15 22:30:29.391 :        o.h.t.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@5cc9423d
[DEBUG] 2022-12-15 22:30:29.393 :        o.h.t.BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@5cc9423d
[DEBUG] 2022-12-15 22:30:29.393 :        o.h.t.BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@5cc9423d
[DEBUG] 2022-12-15 22:30:29.394 :        o.h.t.BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5343aa91
[DEBUG] 2022-12-15 22:30:29.394 :        o.h.t.BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@725cefc7
[DEBUG] 2022-12-15 22:30:29.396 :        o.h.t.BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@6e6e033e
[DEBUG] 2022-12-15 22:30:29.398 :        o.h.t.BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@6e6e033e
[DEBUG] 2022-12-15 22:30:29.399 :        o.h.t.BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@32d69f13
[DEBUG] 2022-12-15 22:30:29.402 :        o.h.t.BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@48bbac8c
[DEBUG] 2022-12-15 22:30:29.405 :        o.h.t.BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@48bbac8c
[DEBUG] 2022-12-15 22:30:29.407 :        o.h.t.BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@4ff7ef50
